job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_remote_friendly,is_llm_role,salary_tier
AIJOB0753,AI Ethics Officer,Governance,Mid (3-5 yrs),6,Bootcamp/Self-taught,110000,Australia,Hybrid,Mid-size (501-5000),Media,9.4,72,11.7,7.4,2025,2,1,0,Mid ($100-150k)
AIJOB0754,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),4,Bachelor's,215000,UAE,Hybrid,Mid-size (501-5000),Consulting,6.7,87,8.7,6.1,2026,3,1,0,Senior ($200-300k)
AIJOB0755,Prompt Engineer,AI Engineering,Entry (0-2 yrs),1,Bootcamp/Self-taught,90000,India,Hybrid,Mid-size (501-5000),Finance,7.4,82,27.3,7.2,2026,2,1,1,Entry (<$100k)
AIJOB0756,AI Ethics Officer,Governance,Senior (6-9 yrs),12,Bootcamp/Self-taught,176000,UK,Fully Remote,Big Tech (FAANG+),Government,10,72,15.3,9.8,2025,11,1,0,Upper-Mid ($150-200k)
AIJOB0757,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),4,Master's,139000,Switzerland,Hybrid,SME (51-500),Consulting,12.5,76,10.2,7.3,2025,2,1,0,Mid ($100-150k)
AIJOB0758,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),9,Bachelor's,231000,Germany,Hybrid,Big Tech (FAANG+),Finance,10.3,96,57,6,2026,2,1,0,Senior ($200-300k)
AIJOB0759,AI Compliance Manager,Governance,Mid (3-5 yrs),3,Bachelor's,181000,Switzerland,On-site,Big Tech (FAANG+),Automotive,10.9,68,6.5,7.7,2026,1,0,0,Upper-Mid ($150-200k)
AIJOB0760,Data Scientist,Data Science,Senior (6-9 yrs),2,Bootcamp/Self-taught,176000,USA,Hybrid,Mid-size (501-5000),Healthcare,9.3,92,22.9,8.9,2025,3,1,0,Upper-Mid ($150-200k)
AIJOB0761,Prompt Engineer,AI Engineering,Mid (3-5 yrs),5,Master's,161000,USA,Hybrid,Enterprise (5000+),Education,4.8,82,10.4,8.8,2026,1,1,1,Upper-Mid ($150-200k)
AIJOB0762,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),4,Associate's,206000,Australia,Hybrid,Mid-size (501-5000),Finance,5.8,89,21.2,8.7,2026,1,1,0,Senior ($200-300k)
AIJOB0763,AI Security Engineer,Security,Mid (3-5 yrs),3,Master's,234000,USA,Hybrid,Big Tech (FAANG+),Retail,9.4,80,9.5,7.6,2026,1,1,0,Senior ($200-300k)
AIJOB0764,Senior Data Scientist,Data Science,Mid (3-5 yrs),11,Associate's,157000,UK,On-site,Startup (1-50),Manufacturing,8.4,90,24.5,8.9,2026,3,0,0,Upper-Mid ($150-200k)
AIJOB0765,AI Engineer,AI Engineering,Mid (3-5 yrs),7,Associate's,135000,USA,On-site,Mid-size (501-5000),Research,11.5,95,42.7,6.4,2026,3,0,0,Mid ($100-150k)
AIJOB0766,MLOps Engineer,ML Operations,Mid (3-5 yrs),4,Bachelor's,135000,France,Hybrid,Mid-size (501-5000),Retail,15.9,93,37.9,7.8,2026,2,1,0,Mid ($100-150k)
AIJOB0767,AI Engineer,AI Engineering,Entry (0-2 yrs),3,Bachelor's,194000,USA,Hybrid,Big Tech (FAANG+),Government,9.2,95,45.1,9,2026,2,1,0,Upper-Mid ($150-200k)
AIJOB0768,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),5,Master's,263000,USA,On-site,Mid-size (501-5000),Automotive,14,88,20.4,7.7,2025,1,0,0,Senior ($200-300k)
AIJOB0769,AI Compliance Manager,Governance,Mid (3-5 yrs),7,Master's,100000,China,Hybrid,Big Tech (FAANG+),Retail,10.6,68,26.4,6.7,2026,2,1,0,Entry (<$100k)
AIJOB0770,NLP Engineer,AI Engineering,Lead (10+ yrs),4,Master's,259000,UAE,Hybrid,SME (51-500),Media,7.7,91,68.3,7.5,2025,4,1,0,Senior ($200-300k)
AIJOB0771,Prompt Engineer,AI Engineering,Lead (10+ yrs),3,Master's,208000,USA,Fully Remote,Mid-size (501-5000),Manufacturing,5.6,82,12.3,9.3,2025,4,1,1,Senior ($200-300k)
AIJOB0772,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),8,PhD,193000,Singapore,Fully Remote,Mid-size (501-5000),Retail,13.1,95,85.1,8,2026,1,1,1,Upper-Mid ($150-200k)
AIJOB0773,AI Compliance Manager,Governance,Senior (6-9 yrs),5,Master's,135000,UK,Hybrid,Startup (1-50),Consulting,17.9,68,12.3,6.8,2025,6,1,0,Mid ($100-150k)
AIJOB0774,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),6,Bachelor's,195000,UAE,Fully Remote,Mid-size (501-5000),Research,3.9,89,6.2,9.7,2025,2,1,0,Upper-Mid ($150-200k)
AIJOB0775,AI Agent Developer,AI Engineering,Mid (3-5 yrs),4,Master's,257000,USA,Fully Remote,Enterprise (5000+),Energy,13,96,85.2,9.8,2025,9,1,1,Senior ($200-300k)
AIJOB0776,Prompt Engineer,AI Engineering,Entry (0-2 yrs),2,Bachelor's,120000,Japan,On-site,Big Tech (FAANG+),Media,7.2,82,28.1,6.9,2025,8,0,1,Mid ($100-150k)
AIJOB0777,AI Agent Developer,AI Engineering,Senior (6-9 yrs),7,Associate's,212000,Global,Hybrid,Mid-size (501-5000),Finance,8.7,96,24,8,2026,2,1,1,Senior ($200-300k)
AIJOB0778,Data Scientist,Data Science,Mid (3-5 yrs),5,Master's,138000,Japan,Hybrid,Mid-size (501-5000),Automotive,6.5,92,20.4,7.7,2025,7,1,0,Mid ($100-150k)
AIJOB0779,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),11,PhD,212000,USA,Hybrid,Mid-size (501-5000),Government,17.7,96,69.3,8,2025,12,1,0,Senior ($200-300k)
AIJOB0780,Senior Data Scientist,Data Science,Entry (0-2 yrs),5,Master's,157000,Netherlands,On-site,Startup (1-50),Government,6.2,90,13,8.8,2025,3,0,0,Upper-Mid ($150-200k)
AIJOB0781,AI Compliance Manager,Governance,Senior (6-9 yrs),9,PhD,201000,USA,On-site,Mid-size (501-5000),Energy,13.2,68,11.6,8.8,2025,4,0,0,Senior ($200-300k)
AIJOB0782,MLOps Engineer,ML Operations,Lead (10+ yrs),4,Master's,183000,Japan,Hybrid,Startup (1-50),Consulting,15.2,93,18.9,8.5,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0783,AI Engineer,AI Engineering,Senior (6-9 yrs),2,Associate's,100000,China,Fully Remote,Startup (1-50),Government,15.1,95,60.5,8.4,2026,3,1,0,Entry (<$100k)
AIJOB0784,LLM Engineer,AI Engineering,Lead (10+ yrs),4,Bachelor's,360000,France,On-site,Big Tech (FAANG+),Energy,3.1,98,51.5,7.2,2026,1,0,1,Elite (>$300k)
AIJOB0785,AI Research Scientist,Research,Mid (3-5 yrs),6,Master's,163000,USA,On-site,Startup (1-50),Consulting,15.6,88,29.3,6.1,2026,3,0,0,Upper-Mid ($150-200k)
AIJOB0786,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),8,Associate's,174000,France,Fully Remote,Big Tech (FAANG+),Government,3.8,89,8.6,8.6,2026,2,1,0,Upper-Mid ($150-200k)
AIJOB0787,AI Engineer,AI Engineering,Lead (10+ yrs),6,Associate's,159000,Japan,Hybrid,SME (51-500),Government,17.2,95,30.8,8.1,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0788,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),9,Associate's,214000,USA,Hybrid,SME (51-500),Automotive,15.7,90,26.2,7,2026,1,1,0,Senior ($200-300k)
AIJOB0789,AI Research Scientist,Research,Entry (0-2 yrs),12,Bachelor's,130000,Global,On-site,SME (51-500),Finance,9.9,88,20.3,9.1,2026,1,0,0,Mid ($100-150k)
AIJOB0790,ML Engineer,AI Engineering,Entry (0-2 yrs),4,Associate's,157000,USA,Fully Remote,Enterprise (5000+),Government,16.6,97,53.1,9.3,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0791,Prompt Engineer,AI Engineering,Senior (6-9 yrs),3,Master's,166000,USA,Fully Remote,Startup (1-50),Technology,6.1,82,8.5,7.5,2026,3,1,1,Upper-Mid ($150-200k)
AIJOB0792,Senior Data Scientist,Data Science,Senior (6-9 yrs),6,Bachelor's,157000,China,Hybrid,SME (51-500),Media,4.8,90,29.3,6.8,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0793,Senior Data Scientist,Data Science,Mid (3-5 yrs),11,Master's,157000,Canada,Hybrid,Mid-size (501-5000),Healthcare,3.6,90,9.1,7.4,2025,7,1,0,Upper-Mid ($150-200k)
AIJOB0794,NLP Engineer,AI Engineering,Mid (3-5 yrs),8,Bootcamp/Self-taught,153000,UAE,Fully Remote,Mid-size (501-5000),Research,9.1,91,38.6,6.5,2025,9,1,0,Upper-Mid ($150-200k)
AIJOB0795,ML Engineer,AI Engineering,Senior (6-9 yrs),6,PhD,336000,USA,Fully Remote,Enterprise (5000+),Research,14.7,97,27.4,6.7,2025,3,1,0,Elite (>$300k)
AIJOB0796,AI Agent Developer,AI Engineering,Mid (3-5 yrs),4,Bachelor's,258000,USA,Fully Remote,Enterprise (5000+),Automotive,13.4,96,79,9.2,2025,11,1,1,Senior ($200-300k)
AIJOB0797,AI Product Manager,Product,Senior (6-9 yrs),7,Master's,174000,Netherlands,On-site,Startup (1-50),Research,16.6,85,17.4,9.4,2026,1,0,0,Upper-Mid ($150-200k)
AIJOB0798,AI Engineer,AI Engineering,Lead (10+ yrs),7,Associate's,142000,Singapore,Fully Remote,Startup (1-50),Finance,14.8,95,63.1,6.1,2025,8,1,0,Mid ($100-150k)
AIJOB0799,Data Scientist,Data Science,Mid (3-5 yrs),8,Bachelor's,138000,Germany,Hybrid,Enterprise (5000+),Media,8.4,92,34.6,7.6,2026,2,1,0,Mid ($100-150k)
AIJOB0800,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),3,Bachelor's,212000,USA,On-site,SME (51-500),Consulting,16.8,76,13.4,8.8,2026,3,0,0,Senior ($200-300k)
AIJOB0801,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),12,Bootcamp/Self-taught,307000,USA,Hybrid,Mid-size (501-5000),Media,11.9,96,29.3,8.9,2026,1,1,0,Elite (>$300k)
AIJOB0802,RAG Engineer,AI Engineering,Lead (10+ yrs),2,Bachelor's,310000,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,4.4,94,87.6,6.1,2026,2,1,1,Elite (>$300k)
AIJOB0803,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),9,Master's,269000,UAE,Hybrid,Startup (1-50),Government,14.2,90,22.1,8.2,2025,2,1,0,Senior ($200-300k)
AIJOB0804,AI Research Scientist,Research,Mid (3-5 yrs),8,PhD,224000,Germany,Fully Remote,Big Tech (FAANG+),Manufacturing,14.1,88,9.6,6.9,2026,3,1,0,Senior ($200-300k)
AIJOB0805,Robotics Engineer (AI),Robotics,Lead (10+ yrs),6,Master's,125000,India,Hybrid,Mid-size (501-5000),Healthcare,11.4,76,29.7,7.8,2026,2,1,0,Mid ($100-150k)
AIJOB0806,LLM Engineer,AI Engineering,Mid (3-5 yrs),3,Bootcamp/Self-taught,278000,USA,Hybrid,Big Tech (FAANG+),Finance,5.7,98,41.7,9.6,2026,2,1,1,Senior ($200-300k)
AIJOB0807,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,160000,Japan,Fully Remote,Mid-size (501-5000),Finance,7.2,98,27,6.8,2026,2,1,1,Upper-Mid ($150-200k)
AIJOB0808,AI Business Analyst,Business,Entry (0-2 yrs),3,Bachelor's,95000,UK,On-site,Mid-size (501-5000),Manufacturing,10.2,78,9.3,8.4,2025,7,0,0,Entry (<$100k)
AIJOB0809,AI Ethics Officer,Governance,Mid (3-5 yrs),9,Bootcamp/Self-taught,110000,UAE,Fully Remote,Startup (1-50),Technology,9.8,72,14.6,8,2026,3,1,0,Mid ($100-150k)
AIJOB0810,AI Business Analyst,Business,Entry (0-2 yrs),3,Associate's,95000,UAE,Hybrid,Enterprise (5000+),Media,15.7,78,15.1,9.4,2026,3,1,0,Entry (<$100k)
AIJOB0811,AI Compliance Manager,Governance,Entry (0-2 yrs),9,PhD,121000,Netherlands,Fully Remote,Enterprise (5000+),Education,13.1,68,29.6,9.4,2025,11,1,0,Mid ($100-150k)
AIJOB0812,AI Product Manager,Product,Senior (6-9 yrs),10,PhD,140000,India,On-site,Enterprise (5000+),Manufacturing,17.3,85,5.2,6.1,2025,5,0,0,Mid ($100-150k)
AIJOB0813,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),3,Bachelor's,189000,UK,Hybrid,Big Tech (FAANG+),Technology,12.8,88,18,8.4,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0814,AI Research Scientist,Research,Senior (6-9 yrs),12,PhD,299000,USA,Fully Remote,Mid-size (501-5000),Research,14.4,88,8.7,6,2025,9,1,0,Senior ($200-300k)
AIJOB0815,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),2,Master's,300000,USA,On-site,Mid-size (501-5000),Finance,14.1,95,79.1,8.5,2026,3,0,1,Senior ($200-300k)
AIJOB0816,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),11,Bachelor's,227000,USA,Fully Remote,Enterprise (5000+),Healthcare,12,96,66.6,8.5,2025,3,1,0,Senior ($200-300k)
AIJOB0817,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),4,PhD,264000,Global,Fully Remote,Enterprise (5000+),Media,16.5,88,23.5,7.5,2026,1,1,0,Senior ($200-300k)
AIJOB0818,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),7,Associate's,177000,USA,Fully Remote,Enterprise (5000+),Research,17.3,95,62.8,9.7,2026,1,1,1,Upper-Mid ($150-200k)
AIJOB0819,AI Product Manager,Product,Mid (3-5 yrs),8,Associate's,158000,USA,Hybrid,SME (51-500),Consulting,13.5,85,8.6,9.4,2025,6,1,0,Upper-Mid ($150-200k)
AIJOB0820,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),5,PhD,241000,UK,Hybrid,Big Tech (FAANG+),Government,17.4,85,19.3,7,2025,8,1,0,Senior ($200-300k)
AIJOB0821,RAG Engineer,AI Engineering,Lead (10+ yrs),6,Associate's,282000,USA,Hybrid,SME (51-500),Automotive,7.2,94,70.5,9.5,2026,1,1,1,Senior ($200-300k)
AIJOB0822,AI Ethics Officer,Governance,Mid (3-5 yrs),5,Master's,110000,Canada,On-site,SME (51-500),Healthcare,8.4,72,24,7.9,2026,3,0,0,Mid ($100-150k)
AIJOB0823,AI Solutions Architect,Architecture,Lead (10+ yrs),11,PhD,384000,UAE,Fully Remote,Big Tech (FAANG+),Retail,10.4,84,14.7,6.3,2026,3,1,0,Elite (>$300k)
AIJOB0824,AI Product Manager,Product,Entry (0-2 yrs),5,PhD,211000,USA,Fully Remote,Enterprise (5000+),Healthcare,15.3,85,19.7,7.3,2025,5,1,0,Senior ($200-300k)
AIJOB0825,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),6,Bachelor's,192000,Global,Hybrid,Mid-size (501-5000),Consulting,3.7,89,29.2,6.6,2025,3,1,0,Upper-Mid ($150-200k)
AIJOB0826,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,172000,USA,Hybrid,Startup (1-50),Government,9.3,95,28.2,6.5,2026,2,1,1,Upper-Mid ($150-200k)
AIJOB0827,Senior Data Scientist,Data Science,Lead (10+ yrs),8,Master's,261600,Canada,Hybrid,Big Tech (FAANG+),Automotive,7.6,90,16.4,9.3,2026,3,1,0,Senior ($200-300k)
AIJOB0828,Data Scientist,Data Science,Mid (3-5 yrs),2,Bachelor's,138000,USA,Hybrid,Mid-size (501-5000),Energy,3.9,92,76.3,8.2,2026,2,1,0,Mid ($100-150k)
AIJOB0829,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),6,Master's,130000,Australia,On-site,Startup (1-50),Retail,17.4,88,18.7,8.1,2025,3,0,0,Mid ($100-150k)
AIJOB0830,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),10,Master's,179000,USA,Hybrid,Mid-size (501-5000),Media,3.4,89,20,6.2,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0831,Prompt Engineer,AI Engineering,Entry (0-2 yrs),2,Bootcamp/Self-taught,98000,Netherlands,Fully Remote,Big Tech (FAANG+),Automotive,9.1,82,5.8,6.2,2025,6,1,1,Entry (<$100k)
AIJOB0832,LLM Engineer,AI Engineering,Lead (10+ yrs),8,PhD,360000,Global,Fully Remote,Big Tech (FAANG+),Healthcare,4.8,98,76.4,6.5,2026,2,1,1,Elite (>$300k)
AIJOB0833,Prompt Engineer,AI Engineering,Entry (0-2 yrs),1,Associate's,92000,USA,Hybrid,Startup (1-50),Finance,4.9,82,28.6,7.9,2026,1,1,1,Entry (<$100k)
AIJOB0834,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),5,PhD,260000,USA,Hybrid,Big Tech (FAANG+),Automotive,12.1,76,7.5,6.2,2026,2,1,0,Senior ($200-300k)
AIJOB0835,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),12,Associate's,330000,USA,Hybrid,Mid-size (501-5000),Energy,11.5,96,77.7,8.6,2026,3,1,0,Elite (>$300k)
AIJOB0836,Prompt Engineer,AI Engineering,Lead (10+ yrs),5,Bachelor's,90000,China,Fully Remote,Mid-size (501-5000),Retail,9.2,82,15.9,6.6,2025,2,1,1,Entry (<$100k)
AIJOB0837,AI Security Engineer,Security,Lead (10+ yrs),7,Bachelor's,185000,UK,Fully Remote,SME (51-500),Finance,8.5,80,19.7,8.5,2025,5,1,0,Upper-Mid ($150-200k)
AIJOB0838,ML Engineer,AI Engineering,Mid (3-5 yrs),4,Associate's,222000,USA,Hybrid,Mid-size (501-5000),Retail,13,97,74,7.1,2026,2,1,0,Senior ($200-300k)
AIJOB0839,LLM Engineer,AI Engineering,Lead (10+ yrs),3,Master's,166000,China,Fully Remote,Big Tech (FAANG+),Government,4,98,50.4,9.6,2026,3,1,1,Upper-Mid ($150-200k)
AIJOB0840,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),6,PhD,159000,UK,Fully Remote,SME (51-500),Research,4.8,87,27.1,9.2,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0841,AI Engineer,AI Engineering,Entry (0-2 yrs),6,Associate's,124000,USA,Hybrid,Enterprise (5000+),Consulting,8.3,95,73.6,8.4,2025,9,1,0,Mid ($100-150k)
AIJOB0842,Senior ML Engineer,AI Engineering,Lead (10+ yrs),6,Master's,345000,UK,On-site,Mid-size (501-5000),Media,15.6,96,47.9,9.3,2025,9,0,0,Elite (>$300k)
AIJOB0843,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Associate's,299000,UK,Hybrid,Big Tech (FAANG+),Education,14.7,95,75.5,6.7,2025,10,1,1,Senior ($200-300k)
AIJOB0844,Senior ML Engineer,AI Engineering,Lead (10+ yrs),6,Bachelor's,374400,France,Fully Remote,Big Tech (FAANG+),Education,11.9,96,83.9,8.5,2026,3,1,0,Elite (>$300k)
AIJOB0845,AI Agent Developer,AI Engineering,Entry (0-2 yrs),7,Associate's,157000,USA,On-site,Mid-size (501-5000),Government,17,96,61.9,6.7,2025,12,0,1,Upper-Mid ($150-200k)
AIJOB0846,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),10,Bootcamp/Self-taught,131000,Japan,Hybrid,SME (51-500),Research,14.1,76,5.6,7.7,2025,2,1,0,Mid ($100-150k)
AIJOB0847,AI Solutions Architect,Architecture,Senior (6-9 yrs),8,Bachelor's,340000,USA,Fully Remote,SME (51-500),Energy,15.8,84,11.6,7.5,2026,1,1,0,Elite (>$300k)
AIJOB0848,RAG Engineer,AI Engineering,Mid (3-5 yrs),3,PhD,287000,USA,On-site,Enterprise (5000+),Finance,8.8,94,57.8,8.9,2026,2,0,1,Senior ($200-300k)
AIJOB0849,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),4,Bootcamp/Self-taught,160000,China,Hybrid,SME (51-500),Retail,13.1,90,15,9,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0850,Data Engineer (AI),Data Engineering,Lead (10+ yrs),6,Master's,183000,Germany,On-site,Mid-size (501-5000),Retail,13.7,88,15.1,6.2,2026,2,0,0,Upper-Mid ($150-200k)
AIJOB0851,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),6,PhD,354000,USA,On-site,Big Tech (FAANG+),Healthcare,8.8,95,34.8,8,2026,1,0,1,Elite (>$300k)
AIJOB0852,AI Product Manager,Product,Lead (10+ yrs),8,Bootcamp/Self-taught,140000,China,Fully Remote,SME (51-500),Retail,11.8,85,12.8,9.4,2025,6,1,0,Mid ($100-150k)
AIJOB0853,AI Business Analyst,Business,Entry (0-2 yrs),3,Bachelor's,95000,Germany,On-site,Mid-size (501-5000),Research,9.1,78,16.9,7.6,2026,1,0,0,Entry (<$100k)
AIJOB0854,RAG Engineer,AI Engineering,Lead (10+ yrs),3,Master's,336000,Japan,Hybrid,Big Tech (FAANG+),Government,3.3,94,58.4,8.5,2025,3,1,1,Elite (>$300k)
AIJOB0855,MLOps Engineer,ML Operations,Senior (6-9 yrs),6,Master's,243000,UAE,Hybrid,Big Tech (FAANG+),Government,8.1,93,72.7,7.2,2026,2,1,0,Senior ($200-300k)
AIJOB0856,AI Ethics Officer,Governance,Entry (0-2 yrs),8,Associate's,110000,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,12,72,14.5,6.5,2026,2,1,0,Mid ($100-150k)
AIJOB0857,AI Product Manager,Product,Entry (0-2 yrs),8,Bootcamp/Self-taught,140000,France,On-site,Startup (1-50),Finance,10.9,85,29.1,9,2026,2,0,0,Mid ($100-150k)
AIJOB0858,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),7,Master's,324000,Global,Fully Remote,Mid-size (501-5000),Retail,9,85,14.3,9.7,2026,2,1,0,Elite (>$300k)
AIJOB0859,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),3,Bachelor's,126000,UAE,On-site,Enterprise (5000+),Healthcare,8.8,76,19.4,9.4,2025,1,0,0,Mid ($100-150k)
AIJOB0860,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),9,PhD,305000,Switzerland,Hybrid,SME (51-500),Media,8.1,87,27.1,7.3,2026,3,1,0,Elite (>$300k)
AIJOB0861,AI Business Analyst,Business,Entry (0-2 yrs),8,Bootcamp/Self-taught,101000,Australia,Hybrid,Big Tech (FAANG+),Consulting,15.5,78,17.6,9.3,2025,5,1,0,Mid ($100-150k)
AIJOB0862,ML Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,336000,USA,Fully Remote,Enterprise (5000+),Research,10.9,97,54.2,8.9,2026,2,1,0,Elite (>$300k)
AIJOB0863,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),6,Bootcamp/Self-taught,160000,China,On-site,Startup (1-50),Technology,16.3,90,18.5,8.6,2026,2,0,0,Upper-Mid ($150-200k)
AIJOB0864,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),5,Bachelor's,216000,USA,Fully Remote,Big Tech (FAANG+),Energy,17.8,88,13.1,8.1,2026,2,1,0,Senior ($200-300k)
AIJOB0865,RAG Engineer,AI Engineering,Mid (3-5 yrs),7,PhD,167000,UK,Hybrid,Mid-size (501-5000),Retail,3.5,94,46,9.8,2025,5,1,1,Upper-Mid ($150-200k)
AIJOB0866,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,194000,Singapore,Hybrid,Mid-size (501-5000),Energy,12.5,90,24.6,6.4,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0867,AI Compliance Manager,Governance,Entry (0-2 yrs),7,Master's,100000,Canada,Fully Remote,SME (51-500),Energy,16.4,68,7.6,9.2,2026,2,1,0,Entry (<$100k)
AIJOB0868,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,160000,UK,Hybrid,Startup (1-50),Automotive,3.7,98,86.2,9.7,2026,2,1,1,Upper-Mid ($150-200k)
AIJOB0869,AI Engineer,AI Engineering,Mid (3-5 yrs),6,Master's,126000,Australia,Fully Remote,SME (51-500),Technology,8.1,95,31.8,9.4,2025,12,1,0,Mid ($100-150k)
AIJOB0870,AI Security Engineer,Security,Lead (10+ yrs),3,Bootcamp/Self-taught,208000,Australia,Fully Remote,Enterprise (5000+),Finance,9.9,80,14.6,6.4,2025,12,1,0,Senior ($200-300k)
AIJOB0871,NLP Engineer,AI Engineering,Senior (6-9 yrs),4,Master's,216000,Japan,Hybrid,Mid-size (501-5000),Retail,9.9,91,38.1,8.6,2025,1,1,0,Senior ($200-300k)
AIJOB0872,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),7,Master's,324000,USA,Hybrid,Enterprise (5000+),Government,9.3,89,14.7,7,2025,11,1,0,Elite (>$300k)
AIJOB0873,LLM Engineer,AI Engineering,Entry (0-2 yrs),3,Bachelor's,160000,Singapore,Hybrid,Mid-size (501-5000),Technology,3.1,98,71.4,8.9,2026,3,1,1,Upper-Mid ($150-200k)
AIJOB0874,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),9,Bootcamp/Self-taught,179000,France,Hybrid,Big Tech (FAANG+),Media,9.3,89,19.1,7.8,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0875,AI Agent Developer,AI Engineering,Entry (0-2 yrs),6,PhD,229000,Global,On-site,Big Tech (FAANG+),Automotive,17.4,96,24.7,9.3,2026,2,0,1,Senior ($200-300k)
AIJOB0876,AI Solutions Architect,Architecture,Mid (3-5 yrs),7,Bootcamp/Self-taught,213000,UAE,Hybrid,Big Tech (FAANG+),Manufacturing,11.1,84,28.9,7.8,2026,3,1,0,Senior ($200-300k)
AIJOB0877,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,307000,USA,Hybrid,Enterprise (5000+),Healthcare,9.8,96,25.3,9.6,2025,10,1,0,Elite (>$300k)
AIJOB0878,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,253000,Switzerland,Hybrid,Startup (1-50),Manufacturing,13.1,96,15.2,8.2,2025,6,1,0,Senior ($200-300k)
AIJOB0879,AI Ethics Officer,Governance,Entry (0-2 yrs),10,Bachelor's,177000,USA,On-site,Big Tech (FAANG+),Healthcare,9.4,72,26.2,7.8,2025,3,0,0,Upper-Mid ($150-200k)
AIJOB0880,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),10,Bachelor's,125000,China,On-site,Mid-size (501-5000),Government,17.4,76,18.6,9.5,2026,1,0,0,Mid ($100-150k)
AIJOB0881,AI Ethics Officer,Governance,Senior (6-9 yrs),4,Associate's,159000,USA,On-site,Startup (1-50),Consulting,9.9,72,7,9.3,2026,1,0,0,Upper-Mid ($150-200k)
AIJOB0882,AI Solutions Architect,Architecture,Mid (3-5 yrs),13,Master's,344000,USA,Fully Remote,Big Tech (FAANG+),Retail,16.3,84,21.3,9.3,2026,2,1,0,Elite (>$300k)
AIJOB0883,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),10,Master's,149000,Canada,Hybrid,Mid-size (501-5000),Finance,15.3,76,29,9,2026,1,1,0,Mid ($100-150k)
AIJOB0884,AI Ethics Officer,Governance,Entry (0-2 yrs),5,Master's,144000,USA,Hybrid,Mid-size (501-5000),Media,12,72,22.1,6.3,2026,1,1,0,Mid ($100-150k)
AIJOB0885,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),8,Associate's,232000,Singapore,Fully Remote,Enterprise (5000+),Retail,12.4,95,69.4,7.7,2026,1,1,1,Senior ($200-300k)
